track_title,lyric
State of Grace (Taylor's Version),"[Verse 1]
I'm walkin' fast through the traffic lights
Busy streets and busy lives
And all we know is touch and go
We are alone with our changing minds
We fall in love 'til it hurts or bleeds
Or fades in time

[Chorus]
And I never (I never)
Saw you comin'
And I'll never (Never)
Be the same

[Verse 2]
You come around and the armor falls
Pierce the room like a cannonball
Now all we know is don’t let go
We are alone, just you and me
Up in your room and our slates are clean
Just twin fire signs, four blue eyes

[Pre-Chorus]
So you were never a saint
And I loved in shades of wrong
We learn to live with the pain
Mosaic broken hearts
But this love is brave and wild
[Chorus]
And I never (Oh, oh, oh, oh, oh-oh, oh) (Never)
Saw you comin' (Oh, oh, oh, oh, oh-oh, oh)
(Oh, oh, oh, oh, oh-oh, oh) (Oh, oh, oh, oh, oh-oh, oh)
And I'll never (Oh, oh, oh, oh, oh-oh, oh) (Never)
Be the same (Oh, oh, oh, oh, oh-oh, oh)
(Oh, oh, oh, oh, oh-oh, oh) (Oh, oh, oh, oh, oh-oh, oh)

[Bridge]
This is a state of grace
This is the worthwhile fight
Love is a ruthless game
Unless you play it good and right
These are the hands of fate
You're my Achilles heel
This is the golden age
Of something good and right and real

[Chorus]
And I never (Never)
Saw you comin'
And I'll never
Be the same, oh

[Chorus]
And I never (Oh, oh, oh, oh, oh-oh, oh) (Never)
Saw you comin' (Oh, oh, oh, oh, oh-oh, oh)
(Oh, oh, oh, oh, oh-oh, oh) (Oh, oh, oh, oh, oh-oh, oh)
And I'll never (So you were never a saint) (Oh, oh, oh, oh, oh-oh, oh) (Never)
(And I loved in shades of wrong)
(We learn to live with the pain)
Be the same (Mosaic broken hearts) (Oh, oh, oh, oh, oh-oh, oh)
(Oh, oh, oh, oh, oh-oh, oh)
(But this love is brave and wild) (Oh, oh, oh, oh, oh-oh, oh)
[Outro]
This is a state of grace
This is the worthwhile fight
Love is a ruthless game
Unless you play it good and right"
Red (Taylor's Version),"[Verse 1]
Loving him is like
Driving a new Maserati down a dead-end street
Faster than the wind, passionate as sin
Ending so suddenly
Loving him is like trying to change your mind
Once you're already flying through the free fall
Like the colors in autumn, so bright
Just before they lose it all

[Chorus]
Losing him was blue like I'd never known
Missing him was dark gray, all alone (Whoa)
Forgetting him was like
Trying to know somebody you never met
But loving him was red

[Post-Chorus]
(Red, red)
(Red, red)
But loving him was red
(Red, red)
(Red, red)

[Verse 2]
Touching him was like
Realizing all you ever wanted was right there in front of you
Memorizing him was as
Easy as knowing all the words to your old favorite song
Fighting with him was like
Trying to solve a crossword and realizing there's no right answer
Regretting him was like
Wishing you never found out that love could be that strong
[Chorus]
Losing him was blue like I'd never known
Missing him was dark gray, all alone (Whoa)
Forgetting him was like
Trying to know somebody you never met
But loving him was red

[Post-Chorus]
(Red, red)
Oh, red (Red, red)
Burning red (Red, red)
(Red, red)

[Bridge]
Remembering him comes in flashbacks and echoes
Tell myself it's time now, gotta let go
But moving on from him is impossible
When I still see it all in my head
In burning red
Loving him was red

[Chorus]
Oh, losing him was blue like I'd never known
Missing him was dark gray, all alone (Whoa)
Forgetting him was like
Trying to know somebody you never met
'Cause loving him was red
[Post-Chorus]
(Red, red) Yeah, yeah, red (Red, red)
Burning red (Red, red)
(Red, red)

[Breakdown]
And that's why he's spinning 'round in my head (Red, red)
Comes back to me, burning red (Red, red)
(Red, red) Yeah, yeah
(Red, red)

[Outro]
His love was like
Driving a new Maserati down a dead-end street"
Treacherous (Taylor's Version),"[Verse 1]
Put your lips close to mine
As long as they don't touch
Out of focus, eye to eye
'Til the gravity's too much
And I'll do anything you say
If you say it with your hands
And I'd be smart to walk away
But you're quicksand

[Chorus]
This slope is treacherous
This path is reckless
This slope is treacherous
And I-I-I like it

[Verse 2]
I can't decide if it's a choice
Getting swept away
I hear the sound of my own voice
Asking you to stay
All we are is skin and bone
Trained to get along
Forever going with the flow
But you're friction
[Chorus]
This slope is treacherous
This path is reckless
This slope is treacherous
I-I-I like it

[Bridge]
Two headlights shine through the sleepless night
And I will get you a—, get you alone
Your name has echoed through my mind
And I just think you should, think you should know
That nothing safe is worth the drive
And I will follow you, follow you home
I'll follow you, follow you home

[Chorus]
This hope is treacherous
This daydream is dangerous
This hope is treacherous
I-I-I, I-I-I, I-I-I—

[Bridge]
Two headlights shine through the sleepless night
And I will get you a—, get you alone
Your name has echoed through my mind
And I just think you should, think you should know
That nothing safe is worth the drive
And I will follow you, follow you home
I'll follow you, follow you home
I'll follow you, follow you home
I'll follow you, follow you home
[Outro]
This slope is treacherous
I-I-I like it"
I Knew You Were Trouble (Taylor's Version),"[Verse 1]
Once upon a time, a few mistakes ago
I was in your sights, you got me alone
You found me, you found me, you found me
I guess you didn't care, and I guess I liked that
And when I fell hard, you took a step back
Without me, without me, without me

[Pre-Chorus]
And he's long gone when he's next to me
And I realize the blame is on me

[Chorus]
'Cause I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd n?ver been
'Til you put me down, oh
I knew you w?re trouble when you walked in
So shame on me now
Flew me to places I'd never been
Now I'm lying on the cold hard ground

[Post-Chorus]
Oh, oh-oh
Trouble, trouble, trouble
Oh, oh-oh
Trouble, trouble, trouble
[Verse 2]
No apologies, he'll never see you cry
Pretends he doesn't know that he's the reason why
You're drowning, you're drowning, you're drowning
And I heard you moved on from whispers on the street
A new notch in your belt is all I'll ever be
And now I see, now I see, now I see

[Pre-Chorus]
He was long gone when he met me
And I realize the joke is on me, hey

[Chorus]
I knew you were trouble when you walked in (Oh)
So shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been (Yeah)
Now I'm lying on the cold hard ground

[Post-Chorus]
Oh, oh-oh (Yeah)
Trouble, trouble, trouble (Trouble)
Oh, oh-oh
Trouble, trouble, trouble
[Bridge]
And the saddest fear
Comes creeping in
That you never loved me
Or her, or anyone, or anything
Yeah

[Chorus]
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been (Never been)
'Til you put me down, oh
I knew you were trouble when you walked in (Knew it right there)
So shame on me now (Knew it right there)
Flew me to places I'd never been (Ooh)
Now I'm lying on the cold hard ground

[Post-Chorus]
Oh, oh-oh
Trouble, trouble, trouble (Oh)
Oh, oh-oh
Trouble, trouble, trouble (Trouble)
I knew you were trouble when you walked in
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble"
All Too Well (Taylor's Version),"[Verse 1]
I walked through the door with you, the air was cold
But something 'bout it felt like home somehow
And I left my scarf there at your sister's house
And you've still got it in your drawer, even now

[Verse 2]
Oh, your sweet disposition and my wide-eyed gaze
We're singing in the car, getting lost upstate
Autumn leaves falling down like pieces into place
And I can picture it after all these days

[Pre-Chorus]
And I know it's long gone and
That magic's not here no more
And I might be okay, but I'm not fine at all
Oh, oh, oh

[Chorus]
'Caus? there we ar? again on that little town street
You almost ran the red 'cause you were lookin' over at me
Wind in my hair, I was there
I remember it all too well

[Verse 3]
Photo album on the counter, your cheeks were turning red
You used to be a little kid with glasses in a twin-sized bed
And your mother's telling stories 'bout you on the tee-ball team
You taught me 'bout your past, thinking your future was me
[Pre-Chorus]
And I know it's long gone and
There was nothing else I could do
And I forget about you long enough
To forget why I needed to

[Chorus]
'Cause there we are again in the middle of the night
We're dancing 'round the kitchen in the refrigerator light
Down the stairs, I was there
I remember it all too well, yeah

[Bridge]
And maybe we got lost in translation
Maybe I asked for too much
But maybe this thing was a masterpiece
'Til you tore it all up
Running scared, I was there
I remember it all too well
And you call me up again
Just to break me like a promise
So casually cruel in the name of being honest
I'm a crumpled up piece of paper lying here
'Cause I remember it all, all, all
Too well
[Verse 4]
Time won't fly, it's like I'm paralyzed by it
I'd like to be my old self again, but I'm still trying to find it
After plaid shirt days and nights when you made me your own
Now you mail back my things and I walk home alone
But you keep my old scarf from that very first week
'Cause it reminds you of innocence and it smells like me
You can't get rid of it
'Cause you remember it all too well, yeah

[Chorus]
'Cause there we are again when I loved you so
Back before you lost the one real thing you've ever known
It was rare, I was there
I remember it all too well

[Outro]
Wind in my hair, you were there
You remember it all
Down the stairs, you were there
You remember it all
It was rare, I was there
I remember it all too well"
22 (Taylor's Version),"[Verse 1]
It feels like a perfect night
To dress up like hipsters
And make fun of our exes
Uh-uh, uh-uh
It feels like a perfect night
For breakfast at midnight
To fall in love with strangers
Uh-uh, uh-uh

[Pre-Chorus]
Yeah
We're happy, free, confused, and lonely at the same time
It's miserable and magical, oh yeah
Tonight's the night when we forget about the deadlines
It's time, oh-oh

[Chorus]
I don't know about you
But I'm feelin' twenty-two
Everything will be alright if
You keep me next to you
You don't know about me
But I'll bet you want to
Everything will b? alright if
We just keep dancin' like we'r?
Twenty-two
Twenty-two
[Verse 2]
It seems like one of those nights
This place is too crowded
Too many cool kids
Uh-uh, uh-uh (Who's Taylor Swift anyway? Ew)
It seems like one of those nights
We ditch the whole scene
And end up dreamin'
Instead of sleepin'

[Pre-Chorus]
Yeah
We're happy, free, confused, and lonely in the best way
It's miserable and magical, oh, yeah
Tonight's the night when we forget about the heartbreaks
It's time, oh-oh

[Chorus]
(Hey)
I don't know about you
But I'm feelin' twenty-two
Everything will be alright if (Ooh)
You keep me next to you
You don't know about me
But I'll bet you want to
Everything will be alright if (Alright)
We just keep dancin' like we're
Twenty-two (Oh, oh, oh, oh, oh)
Twenty-two (I don't know about you)
Twenty-two
Twenty-two (Ooh)
[Post-Chorus]
It feels like one of those nights
We ditch the whole scene
It feels like one of those nights
We won't be sleepin'
It feels like one of those nights
You look like bad news
I gotta have you
I gotta have you

[Bridge]
Ooh, oh
Yeah, hey, yeah

[Chorus]
(Hey)
I don't know about you (I don't know about you)
But I'm feelin' twenty-two
Everything will be alright if (Ooh, oh-oh)
You keep me next to you
You don't know about me (You don't know about me)
But I'll bet you want to
Everything will be alright if
We just keep dancin' like we're (Dance like we're twenty-two)
Twenty-two (Ooh, woah-oh-oh-oh)
Twenty-two (Dancin' like)
Twenty-two (Yeah, yeah)
Twenty-two (Yeah, yeah, yeah)
[Post-Chorus]
It feels like one of those nights (Twenty-two)
We ditch the whole scene
It feels like one of those nights (Twenty-two)
We won't be sleepin'
It feels like one of those nights (Twenty-two)
You look like bad news
I gotta have you
I gotta have you"
I Almost Do (Taylor's Version),"[Verse 1]
I bet this time of night, you're still up
I bet you're tired from a long hard week
I bet you're sittin' in your chair by the window
Looking out at the city, and I bet
Sometimes you wonder 'bout me

[Chorus]
And I just wanna tell you
It takes everything in me not to call you
And I wish I could run to you
And I hope you know that
Every time I don't, I almost do, I almost do

[Verse 2]
I bet you think I either moved on or hate you
'Cause each time you reach out, there's no reply
I bet it never, ever occurred to you
That I can't say hello to you and risk another goodbye

[Chorus]
And I just wanna tell you
It takes everything in me not to call you
And I wish I could run to you
And I hope you know that
Every time I don’t, I almost do, I almost do
[Bridge]
Oh, we made quite a mess, babe
It's probably better off this way
And I confess, baby
In my dreams, you're touching my face
And asking me if I wanna try again with you
And I almost do

[Chorus]
And I just wanna tell you
It takes everything in me not to call you
And I wish I could run to you
And I hope you know that
Every time I don't, I almost do, I almost do

[Outro]
I bet this time of night, you’re still up
I bet you're tired from a long hard week
I bet you're sittin' in your chair by the window
Looking out at the city, and I hope
Sometimes you wonder 'bout me"
We Are Never Ever Getting Back Together (Taylor's Version),"[Verse 1]
I remember when we broke up the first time
Saying, ""This is it, I've had enough,"" 'cause like
We hadn't seen each other in a month
When you said you needed space (What?)
Then you come around again and say
""Baby, I miss you and I swear I'm gonna change, trust me""
Remember how that lasted for a day?
I say, ""I hate you,"" we break up, you call me, ""I love you""

[Pre-Chorus]
Ooh-ooh-ooh-ooh-ooh
We called it off again last night, but
Ooh-ooh-ooh-ooh-ooh
This time, I'm telling you, I'm telling you

[Chorus]
We are never, ev?r, ever getting back tog?ther
We are never, ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me
But we are never, ever, ever, ever
Getting back together
Like, ever

[Verse 2]
I'm really gonna miss you picking fights
And me falling for it, screaming that I'm right
And you would hide away and find your peace of mind
With some indie record that's much cooler than mine
[Pre-Chorus]
Ooh-ooh-ooh-ooh-ooh
You called me up again tonight, but
Ooh-ooh-ooh-ooh-ooh
This time, I'm telling you, I'm telling you

[Chorus]
We (We) are never, ever, ever getting back together
We are never, ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me
(Talk to me) But we are never, ever, ever, ever
Getting back together

[Post-Chorus]
Ooh-ooh-ooh-ooh-ooh (Yeah)
Ooh-ooh-ooh-ooh-ooh-ooh (Yeah)
Ooh-ooh-ooh-ooh-ooh (Yeah)
Oh-oh-oh

[Bridge]
I used to think that we were forever, ever
And I used to say, ""Never say never""
Ugh, so he calls me up and he's like, ""I still love you""
And I'm like, ""I just, I mean, this is exhausting, you know?
Like, we are never getting back together, like, ever""
[Chorus]
(No) We are never, ever, ever getting back together
We are never, ever, ever (Ooh) getting back together
You go talk to your friends, talk to my friends, talk to me
But we are never, ever, ever, ever
Getting back together

[Outro]
We (Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh, no)
Getting back together
We (Ooh-ooh-ooh-ooh-ooh, oh)
Getting back together (Yeah)
You go talk to your friends, talk to my friends, talk to me
(Talk to me) But we are never, ever, ever, ever
Getting back together"
Stay Stay Stay (Taylor's Version),"[Verse 1]
I'm pretty sure we almost broke up last night
I threw my phone across the room, at you
I was expecting some dramatic turn away
But you stayed
This morning, I said we should talk?about?it
'Cause?I read you?should never leave?a fight unresolved
That's when you came in wearing a football helmet
And said, ""Okay, let's talk""
And I said

[Chorus]
Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay

[Verse 2]
Before you, I'd only dated self-indulgent takers
Who took all of their problems out on me
But you carry my groceries and now I'm always laughing
And I love you because you have given me
No choice but to

[Chorus]
Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay, stay, stay, stay
[Bridge]
You took the time to memorize me
My fears, my hopes, and dreams
I just like hanging out with you, all the time
All those times that you didn't leave, it's been occurring to me
I'd like to hang out with you, for my whole life

[Breakdown]
Stay, and I'll be loving you for quite some time
No one else is gonna love me when I get mad, mad, mad
So I think that it's best if we both stay, stay
Stay, stay, stay, stay!

[Chorus]
Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay, stay
Stay, stay, stay, stay!

[Outro]
Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay
(Ha-ha-ha, that's so fun)"
The Last Time (Taylor's Version) (Ft. Gary Lightbody),"[Verse 1: Gary]
I find myself at your door
Just like all those times before
I’m not sure how I got there
All roads they lead me here
I imagine you are home
In your room, all alone
And you open your eyes into mine
And everything feels better

[Pre-Chorus: Both]
And right before your eyes
I'm breaking, no past
No reasons why
Just you and me

[Chorus: Both]
This is the last time I'm asking you this
Put my name at the top of your list
This is the last time I'm asking you why
You break my heart in the blink of an eye, eye, eye

[Verse 2: Taylor]
You find yourself at my door
And just like all those times before
You wear your best apology
But I was there to watch you leave
And all the times I let you in
Just for you to go again
Disappear when you come back
Everything is better
[Pre-Chorus: Both]
And right before your eyes
I'm aching, no past
Nowhere to hide
Just you and me

[Chorus: Both]
This is the last time I'm asking you this
Put my name at the top of your list
This is the last time I'm asking you why
You break my heart in the blink of an eye, eye, eye

[Guitar Solo]

[Bridge: Taylor, Gary & Both]
This is the last time you tell me I've got it wrong
This is the last time I say, ""It's been you all along""
This is the last time I let you in my door
This is the last time, I won't hurt you anymore
Oh-ho, oh-ho, oh-ho, oh-ho
Oh-ho, oh-ho, oh-ho, oh-ho

[Chorus: Both]
This is the last time I'm asking you this
Put my name at the top of your list
This is the last time I'm asking you why
You break my heart in the blink of an eye
[Post-Chorus: Taylor & Gary]
This is the last time I'm asking you this (This is the last time I'm asking you this)
Put my name at the top of your list (Put my name at the top of your list)
This is the last time I'm asking you why (This is the last time I'm asking you why)
You break my heart in the blink of an eye (You break my heart)

[Outro: Both]
This is the last time I'm asking you, last time I'm asking you
Last time I'm asking you this
This is the last time I'm asking you, last time I'm asking you
Last time I'm asking you this
This is the last time I'm asking you, last time I'm asking you
Last time I'm asking you this
This is the last time I'm asking you, last time I'm asking you
Last time I'm asking you this"
Holy Ground (Taylor's Version),"[Verse 1]
I was reminiscing just the other day
While having coffee all alone
And Lord it took me away
Back to a first-glance feeling on New York time
Back when you fit my poems like a perfect rhyme
Took off faster than a green light, go
Yeah you skip the conversation when you already know
I left a note on the door with a joke we'd made
And that was the first day

[Chorus]
And darling it was good
Never looking down
And right there where we stood
Was holy ground

[Verse 2]
Spinning like a girl in a brand new dress
We had this big wide city all to ourselves
W? block the noise with the sound of ""I need you""
And for th? first time I had something to lose
And I guess we fell apart in the usual way
And the story's got dust on every page
But sometimes I wonder how you think about it now
And I see your face in every crowd
[Chorus]
'Cause darling, it was good
Never looking down
And right there where we stood
Was holy ground

[Bridge]
Tonight, I'm gonna dance
For all that we've been through
But I don't want to dance
If I'm not dancing with you
Tonight, I'm gonna dance
Like you were in this room
But I don't want to dance
If I'm not dancing with you

[Chorus]
It was good
Never looking down
And right there where we stood
Was holy ground

[Outro]
Tonight, I'm gonna dance
For all that we've been through
But I don't want to dance
If I’m not dancing with you
Tonight, I'm gonna dance
Like you were in this room
But I don't want to dance
If I’m not dancing with you"
Sad Beautiful Tragic (Taylor's Version),"[Verse 1]
Long handwritten notes, deep in your pocket
Words, how little they mean, when you're a little too late
I stood right by the tracks, your face in a locket
Good girls, hopeful they'll be and long they will wait

[Chorus]
We had a beautiful magic love there
What a sad, beautiful, tragic love affair

[Verse 2]
In dreams, I meet you in warm conversation
And we both wake in lonely beds, different cities
And time is taking its sweet time erasing you
And you've got your demons
And darling, they all look like me

[Chorus]
'Cause w? had a beautiful magic love ther?
What a sad, beautiful, tragic love affair (Whoa, oh, whoa, oh)

[Bridge]
Distance, timing, breakdown, fighting
Silence, the train runs off its tracks
Kiss me, try to fix it, could you just try to listen?
Hang up, give up, and for the life of us we can't get back
A beautiful magic love there
What a sad, beautiful, tragic, beautiful, tragic, beautiful
[Chorus]
What we had, a beautiful magic love there
What a sad, beautiful, tragic, love affair
We had a beautiful magic love there
What a sad, beautiful, tragic love affair"
The Lucky One (Taylor's Version),"[Verse 1]
New to town with a made-up name
In the angel's city, chasing fortune and fame
And the camera flashes make it look like a dream
You had it figured out since you were in school
Everybody loves pretty, everybody loves cool
So overnight, you look like a sixties queen

[Pre-Chorus]
Another name goes up in lights
Like diamonds in the sky

[Chorus]
And they'll tell you now, you're the lucky one
Yeah, they'll tell you now, you're the lucky one
But can you tell me now, you're the lucky one?
Oh, oh, oh

[Verse 2]
Now, it's big black cars and Riviera views
And your lover in the foyer doesn't even know you
And your secrets end up splashed on the news front page
And they tell you that you're lucky, but you're so confused
'Cause you don't feel pretty, you just feel used
And all the young things line up to take your place
[Pre-Chorus]
Another name goes up in lights
You wonder if you'll make it out alive

[Chorus]
And they'll tell you now, you're the lucky one
Yeah, they'll tell you now, you're the lucky one
But can you tell me now, you're the lucky one?
Oh, oh, oh
Oh, oh, oh

[Verse 3]
It was a few years later, I showed up here
And they still tell the legend of how you disappeared
How you took the money and your dignity, and got the hell out
They say you bought a bunch of land somewhere
Chose the rose garden over Madison Square
And it took some time, but I understand it now

[Pre-Chorus]
'Cause now my name is up in lights
But I think you got it right

[Chorus]
Let me tell you now, you're the lucky one
Let me tell you now, you're the lucky one
Let me tell you now, you're the lucky one, oh, oh, oh
Yeah, they'll tell you now, you're the lucky one
Yeah, they'll tell you now, you're the lucky one
Let me tell you now, you're the lucky one, oh, oh, oh
Oh, oh, whoa, oh, oh"
Everything Has Changed (Taylor's Version) (Ft. Ed Sheeran),"[Intro: Ed Sheeran]
(You good to go?)

[Verse 1: Taylor Swift]
All I knew this morning when I woke
Is I know something now
Know something now I didn't before
And all I've seen since 18 hours ago
Is green eyes and freckles and your smile
In the back of my mind, making me feel like

[Pre-Chorus: Taylor Swift, Taylor Swift & Ed Sheeran]
I just wanna know you better
Know you better, know you better now
I just wanna know you better
Know you better, know you better now
I just wanna know you better
Know you better, know you better now
I just wanna know you, know you, know you

[Chorus: Taylor Swift & Ed Sheeran]
'Cause all I know is we said, ""Hello""
And your eyes look like coming home
All I know is a simpl? name
Everything has changed
All I know is you h?ld the door
You'll be mine and I'll be yours
All I know since yesterday
Is everything has changed
[Verse 2: Ed Sheeran & Taylor Swift]
And all my walls stood tall, painted blue
And I'll take 'em down, take 'em down
And open up the door for you
And all I feel in my stomach is butterflies
The beautiful kind, makin' up for lost time
Takin' flight, making me feel like

[Pre-Chorus: Taylor Swift & Ed Sheeran]
I just wanna know you better
Know you better, know you better now
I just wanna know you better
Know you better, know you better now
I just wanna know you better
Know you better, know you better now
I just wanna know you, know you, know you

[Chorus: Taylor Swift & Ed Sheeran]
'Cause all I know is we said, ""Hello""
And your eyes look like coming home
All I know is a simple name
Everything has changed
All I know is you held the door
You'll be mine and I'll be yours
All I know since yesterday
Is everything has changed
[Bridge: Taylor Swift & Ed Sheeran]
Come back and tell me why
I'm feeling like I've missed you all this time
And meet me there tonight
And let me know that it's not all in my mind

[Pre-Chorus: Taylor Swift]
I just wanna know you better
Know you better, know you better now
I just wanna know you, know you, know you

[Chorus: Taylor Swift & Ed Sheeran]
All I know is we said, ""Hello""
And your eyes look like coming home
All I know is a simple name
Everything has changed
All I know is you held the door
And you'll be mine and I'll be yours
All I know since yesterday
Is everything has changed

[Outro: Taylor Swift, Taylor Swift & Ed Sheeran]
All I know is we said, ""Hello""
So dust off your highest hopes
All I know is pouring rain
And everything has changed
All I know is a new found grace
All my days, I'll know your face
All I know since yesterday
Is everything has changed"
Starlight (Taylor's Version),"[Chorus]
I said, ""Oh my, what a marvelous tune""
It was the best night
Never would forget how he moved
The whole place was dressed to the nines
And we were dancing, dancing
Like we're made of starlight
Like we're made of starlight

[Verse 1]
I met Bobby on the boardwalk, summer of '45
Picks me up late one night
Out the window, we were seventeen and crazy, running wild, wild
Can't remember what song it was playing wh?n we walked in
The night w? snuck into a yacht club party
Pretending to be a duchess and a prince

[Chorus]
And I said, ""Oh my, what a marvelous tune""
It was the best night, never would forget how he moved
The whole place was dressed to the nines
And we were dancing, dancing
Like we're made of starlight, starlight
Like we're made of starlight, starlight

[Verse 2]
He said, ""Look at you, worrying too much about things you can't change
You'll spend your whole life singing the blues if you keep thinking that way""
He was trying to skip rocks on the ocean, saying to me
""Don't you see the starlight, starlight?
Don't you dream impossible things?""
[Chorus]
Like, ""Oh my, what a marvelous tune""
It was the best night, never would forget how he moved
The whole place was dressed to the nines
And we were dancing, dancing
Like we're made of starlight, starlight
Like we're made of starlight, starlight

[Bridge]
Ooh-ooh, he's talking crazy
Ooh-ooh, dancing with me
Ooh-ooh, we could get married
Have ten kids and teach them how to dream

[Post-Chorus]
(Ooh, hoo, hoo)
(Ooh, hoo, hoo)
(Ooh, hoo, hoo)
(Ooh, hoo, hoo)

[Chorus]
Oh my, what a marvelous tune
It was the best night, never would forget how he moved
The whole place was dressed to the nines
And we were dancing, dancing
Like we're made of starlight, starlight
Like we're made of starlight, starlight
[Breakdown]
Like we're made of starlight, starlight
Like we dream impossible dreams
Like starlight, starlight
Like we dream impossible dreams

[Outro]
Don't you see the starlight, starlight?
Don't you dream impossible things?"
Begin Again (Taylor's Version),"[Verse 1]
Took a deep breath in the mirror
He didn't like it when I wore high heels, but I do
Turn the lock and put my headphones on
He always said he didn't get this song, but I do, I do
I walked in, expecting you'd be late
But you got here early and you stand and wave
I walk to you
You pull my chair out and help me in
And you don't know how nice that is, but I do

[Chorus]
And you throw your head back laughing like a little kid
I think it's strange that you think I'm funny 'cause he never did
I've been spending the last eight months
Thinking all love ever does is break and burn and end
But on a W?dnesday in a café, I watched it begin again

[Verse 2]
You said you n?ver met one girl who
Had as many James Taylor records as you, but I do
We tell stories and you don't know why
I'm coming off a little shy, but I do

[Chorus]
But you throw your head back laughing like a little kid
I think it's strange that you think I'm funny 'cause he never did
I've been spending the last eight months
Thinking all love ever does is break and burn and end
But on a Wednesday in a café, I watched it begin again
[Bridge]
And we walked down the block to my car
And I almost brought him up
But you start to talk about the movies
That your family watches every single Christmas
And I want to talk about that
And for the first time, what's past is past

[Chorus]
'Cause you throw your head back laughing like a little kid
I think it's strange that you think I'm funny 'cause he never did
I've been spending the last eight months
Thinking all love ever does is break and burn and end
But on a Wednesday in a café, I watched it begin again

[Outro]
On a Wednesday in a café, I watched it begin again"
